customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_paperlessbilling,account_charges_monthly,total_mensual,dias_contrato,total_diario,paymentmethod_credit card (automatic),paymentmethod_electronic check,paymentmethod_mailed check,tipo_contrato_Bienal,tipo_contrato_Mensual,churn_numeric
9547-itefg,no,male,0,yes,yes,9,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,102.6,897.75,30,29.925,True,False,False,False,True,0.0
9548-lerkt,no,male,0,yes,no,24,yes,no,no,no internet service,no,no,no,no,no,no,19.75,483.15,730,0.6618493150684931,False,False,True,True,False,0.0
9548-ligta,no,male,0,yes,no,61,yes,no,dsl,yes,yes,no,yes,yes,yes,yes,81.05,4747.65,730,6.503630136986301,False,False,True,True,False,0.0
9548-zmvtx,no,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,no,no,no,90.45,6565.85,730,8.994315068493151,False,False,False,True,False,0.0
9552-tguzv,no,male,0,yes,no,8,yes,no,fiber optic,yes,no,no,no,no,no,yes,75.0,658.1,30,21.936666666666667,False,False,True,False,True,0.0
9553-dlclu,no,female,0,no,yes,13,yes,yes,dsl,yes,yes,yes,yes,yes,yes,no,88.95,1161.75,730,1.5914383561643837,True,False,False,True,False,0.0
9554-dfkic,no,male,0,yes,yes,30,yes,yes,dsl,yes,no,no,no,no,no,yes,54.45,1588.7,30,52.95666666666667,False,False,False,False,True,0.0
9555-sahuz,no,female,0,yes,yes,38,yes,no,dsl,yes,yes,no,no,no,no,no,54.5,2076.05,30,69.20166666666667,False,True,False,False,True,0.0
9558-ihezx,no,female,0,no,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,106.75,7283.25,730,9.977054794520548,True,False,False,True,False,0.0
9560-argqj,yes,female,0,no,yes,16,yes,no,fiber optic,no,no,no,no,yes,no,yes,81.0,1312.15,30,43.73833333333334,False,True,False,False,True,1.0
9560-bbzxk,no,female,0,no,no,36,no,no phone service,dsl,yes,no,no,no,no,no,no,31.05,1126.35,730,1.542945205479452,False,False,False,True,False,0.0
9564-kclhr,yes,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,no,51.25,51.25,30,1.7083333333333333,False,False,True,False,True,1.0
9565-axsmr,no,male,0,yes,yes,52,yes,no,no,no internet service,no,no,no,no,no,no,19.2,1054.75,730,1.4448630136986302,False,False,True,True,False,0.0
9565-djpib,yes,female,0,no,yes,4,yes,yes,fiber optic,no,yes,no,no,yes,no,no,89.6,365.65,30,12.188333333333333,False,False,True,False,True,1.0
9565-flvcg,no,male,0,yes,yes,65,yes,yes,dsl,yes,yes,no,no,no,yes,yes,69.55,4459.15,730,6.108424657534246,False,False,True,True,False,0.0
9565-jsnfm,yes,male,0,no,no,38,yes,no,fiber optic,no,no,no,no,no,no,yes,70.45,2597.6,365,7.1167123287671235,False,False,False,False,False,1.0
9570-kyeua,no,male,0,no,no,64,yes,yes,fiber optic,yes,no,yes,yes,no,yes,no,99.25,6549.45,730,8.971849315068493,True,False,False,True,False,0.0
9571-edebv,no,male,0,yes,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,98.65,6962.85,365,19.076301369863014,True,False,False,False,False,0.0
9572-mtilt,yes,male,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,yes,106.75,6252.9,30,208.42999999999998,False,True,False,False,True,1.0
9572-wuksb,no,male,0,yes,no,3,no,no phone service,dsl,no,no,no,yes,no,no,yes,29.9,92.25,30,3.075,False,True,False,False,True,0.0
9574-bosmd,no,male,0,yes,yes,68,yes,yes,no,no internet service,no,no,no,no,no,no,25.4,1620.2,730,2.2194520547945205,False,False,False,True,False,0.0
9574-rkjif,yes,male,0,yes,yes,30,yes,yes,fiber optic,yes,yes,no,no,yes,no,yes,94.4,2838.7,30,94.62333333333332,False,True,False,False,True,1.0
9575-iwcaz,no,male,0,yes,no,6,yes,yes,no,no internet service,no,no,no,no,no,no,25.1,171.0,365,0.4684931506849315,False,False,True,False,False,0.0
9576-anlxo,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,yes,69.55,222.3,30,7.41,False,False,False,False,True,1.0
9576-syuhj,no,male,0,no,no,37,yes,yes,fiber optic,yes,no,no,no,yes,no,yes,91.15,3369.25,30,112.30833333333334,False,True,False,False,True,0.0
9577-wjvcq,no,female,0,no,no,68,yes,yes,dsl,yes,no,no,no,no,no,no,54.45,3687.75,30,122.925,False,False,True,False,True,0.0
9578-fomuk,no,male,0,no,yes,15,yes,yes,no,no internet service,no,no,no,no,no,yes,24.8,324.15,30,10.805,False,True,False,False,True,0.0
9578-vrmnm,yes,female,0,no,no,16,yes,yes,dsl,no,no,yes,no,no,yes,yes,65.2,1043.35,30,34.77833333333333,True,False,False,False,True,1.0
9581-gvbxt,no,male,0,yes,yes,59,no,no phone service,dsl,yes,no,yes,no,no,no,no,34.8,1980.3,365,5.425479452054795,False,False,True,False,False,0.0
9584-excdz,no,female,0,no,no,17,yes,no,fiber optic,no,no,no,no,no,no,no,70.5,1165.6,30,38.85333333333333,False,False,False,False,True,0.0
9585-kkmfd,no,male,0,yes,yes,41,yes,no,no,no internet service,no,no,no,no,no,yes,20.0,879.8,730,1.2052054794520548,False,False,True,True,False,0.0
9586-jgqkh,no,female,0,yes,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,yes,105.4,6794.75,730,9.307876712328767,False,False,False,True,False,0.0
9588-ozdmq,no,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,yes,45.0,89.75,30,2.9916666666666667,False,True,False,False,True,0.0
9588-yrfhy,no,male,0,no,no,49,yes,no,no,no internet service,no,no,no,no,no,yes,19.9,1022.6,730,1.4008219178082193,True,False,False,True,False,0.0
9589-abept,no,male,0,yes,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,no,yes,92.45,6460.55,730,8.850068493150685,False,False,True,True,False,0.0
9591-yvteb,no,male,1,no,no,55,no,no phone service,dsl,yes,yes,no,no,yes,no,yes,44.85,2479.05,30,82.635,False,True,False,False,True,0.0
9592-erdkv,no,male,0,yes,no,37,yes,yes,dsl,yes,no,yes,no,yes,yes,no,79.25,2911.8,365,7.977534246575343,False,False,True,False,False,0.0
9593-cvzkr,no,female,0,yes,yes,56,yes,yes,no,no internet service,no,no,no,no,no,yes,24.45,1385.85,730,1.8984246575342465,False,False,True,True,False,0.0
9600-naxzn,yes,male,0,no,no,43,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,101.4,4528.0,30,150.93333333333334,False,True,False,False,True,1.0
9600-udopk,yes,male,0,yes,no,30,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,94.05,2866.45,30,95.54833333333333,True,False,False,False,True,1.0
9601-brxpo,yes,female,0,yes,no,25,yes,yes,fiber optic,no,no,yes,yes,yes,yes,yes,104.95,2566.5,30,85.55,False,False,False,False,True,1.0
9602-wcxpi,no,male,0,no,no,50,yes,no,no,no internet service,no,no,no,no,no,no,20.15,989.05,365,2.7097260273972603,True,False,False,False,False,0.0
9603-oaihc,no,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,70.05,70.05,30,2.335,False,True,False,False,True,0.0
9605-wgjvw,no,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,70.2,70.2,30,2.3400000000000003,False,True,False,False,True,0.0
9606-pbkbq,yes,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,yes,yes,85.0,2642.05,30,88.06833333333334,False,True,False,False,True,1.0
9609-benea,no,male,0,yes,no,35,yes,yes,dsl,no,yes,no,yes,yes,no,yes,69.0,2441.7,365,6.68958904109589,False,True,False,False,False,0.0
9610-wcesf,no,male,0,no,no,67,no,no phone service,dsl,yes,no,no,yes,yes,no,no,43.9,3097.2,730,4.242739726027397,False,True,False,True,False,0.0
9611-ctwih,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,yes,89.45,240.45,30,8.014999999999999,False,True,False,False,True,1.0
9614-rmgha,yes,male,0,yes,no,65,yes,yes,fiber optic,no,yes,no,no,yes,no,yes,91.85,5940.85,30,198.02833333333334,False,False,False,False,True,1.0
9617-ingjy,no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,70.6,70.6,30,2.353333333333333,False,False,True,False,True,0.0
9617-shsho,,female,0,no,no,53,yes,no,fiber optic,no,yes,yes,yes,no,yes,yes,94.45,5042.75,365,13.815753424657535,True,False,False,False,False,
9617-udpeu,no,female,0,no,no,22,yes,no,no,no internet service,no,no,no,no,no,yes,19.25,412.55,365,1.1302739726027398,False,False,True,False,False,0.0
9618-lfjru,no,female,0,no,no,4,yes,no,no,no internet service,no,no,no,no,no,no,20.45,82.85,30,2.7616666666666663,True,False,False,False,True,0.0
9619-gsatl,no,female,0,no,no,43,yes,no,dsl,no,yes,no,yes,no,no,no,55.45,2444.25,365,6.696575342465754,False,True,False,False,False,0.0
9620-enejv,no,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,no,no,no,70.55,433.95,30,14.465,True,False,False,False,True,0.0
9620-qjrev,no,male,0,no,yes,47,yes,no,no,no internet service,no,no,no,no,no,no,20.55,1013.05,365,2.7754794520547943,True,False,False,False,False,0.0
9621-oupyd,no,female,0,yes,no,25,yes,no,no,no internet service,no,no,no,no,no,yes,20.2,507.9,365,1.3915068493150684,False,False,False,False,False,0.0
9624-egdeq,no,female,0,no,no,37,yes,no,no,no internet service,no,no,no,no,no,no,19.8,813.3,730,1.114109589041096,False,False,True,True,False,0.0
9625-qnlux,no,male,0,yes,yes,68,yes,no,fiber optic,yes,yes,yes,no,yes,yes,yes,103.25,7074.4,730,9.69095890410959,True,False,False,True,False,0.0
9625-qstye,yes,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,yes,81.15,952.3,30,31.743333333333332,False,True,False,False,True,1.0
9625-rzfuk,no,male,0,yes,yes,63,yes,no,no,no internet service,no,no,no,no,no,no,19.7,1275.85,730,1.7477397260273972,False,False,True,True,False,0.0
9626-vfrgg,no,female,0,no,yes,41,yes,yes,fiber optic,no,yes,no,no,yes,no,yes,88.5,3645.05,30,121.50166666666668,False,False,False,False,True,0.0
9626-weqrm,no,female,0,no,no,4,no,no phone service,dsl,yes,no,no,no,no,no,yes,29.15,110.05,30,3.6683333333333334,False,False,True,False,True,0.0
9629-nhxfw,no,female,0,yes,yes,1,yes,no,no,no internet service,no,no,no,no,no,yes,19.4,19.4,30,0.6466666666666666,False,False,True,False,True,0.0
9631-rxvjm,no,male,0,no,no,35,yes,no,no,no internet service,no,no,no,no,no,no,19.25,677.9,730,0.9286301369863014,False,False,True,True,False,0.0
9631-xeyke,no,male,0,no,no,3,yes,yes,dsl,no,no,no,no,no,no,no,50.4,137.25,30,4.575,False,False,False,False,True,0.0
9633-denpu,no,female,0,yes,no,47,yes,no,dsl,no,yes,no,no,yes,no,yes,58.6,2723.4,30,90.78,False,False,False,False,True,0.0
9633-xqabv,no,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,yes,70.25,229.7,30,7.656666666666666,False,True,False,False,True,0.0
9637-cdtkz,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,114.1,8086.4,730,11.077260273972602,True,False,False,True,False,0.0
9637-eiheq,yes,female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,yes,50.8,50.8,30,1.6933333333333331,False,True,False,False,True,1.0
9638-jiqya,no,male,0,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,yes,24.9,49.7,30,1.6566666666666667,True,False,False,False,True,0.0
9639-bujxt,no,male,0,no,no,63,yes,no,no,no internet service,no,no,no,no,no,no,20.5,1328.15,365,3.6387671232876713,False,False,True,False,False,0.0
9640-hxeam,,male,0,no,no,2,no,no phone service,dsl,no,yes,yes,yes,no,no,yes,40.4,77.15,30,2.5716666666666668,True,False,False,False,True,
9640-zsldc,no,female,0,yes,yes,53,yes,no,dsl,no,no,yes,no,no,yes,no,60.6,3297.0,365,9.032876712328767,True,False,False,False,False,0.0
9643-avvwi,no,female,0,yes,yes,3,yes,no,fiber optic,no,yes,no,yes,no,no,yes,80.0,241.3,30,8.043333333333333,False,True,False,False,True,0.0
9643-yblur,no,male,0,yes,no,9,yes,yes,dsl,no,yes,yes,no,no,yes,yes,69.05,653.95,30,21.798333333333336,True,False,False,False,True,0.0
9644-kvcnc,no,female,0,no,no,66,yes,yes,fiber optic,no,no,yes,no,yes,no,yes,92.15,6056.9,365,16.594246575342464,False,False,False,False,False,0.0
9644-umgqa,no,male,0,yes,yes,6,yes,no,dsl,yes,no,no,no,no,no,yes,49.15,295.65,30,9.854999999999999,False,True,False,False,True,0.0
9646-nmhxe,no,male,0,yes,no,47,yes,no,no,no internet service,no,no,no,no,no,no,19.65,973.1,730,1.333013698630137,False,False,True,True,False,0.0
9646-qwdsb,,female,0,yes,yes,71,yes,yes,fiber optic,yes,no,yes,yes,no,yes,no,100.45,7159.7,730,9.807808219178082,False,True,False,True,False,
9647-ergbe,yes,female,0,yes,yes,30,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,100.05,3046.15,30,101.53833333333334,False,True,False,False,True,1.0
9648-bchkm,no,female,0,yes,yes,18,yes,yes,no,no internet service,no,no,no,no,no,yes,24.65,471.35,730,0.6456849315068494,True,False,False,True,False,0.0
9650-vbuog,no,male,0,yes,yes,38,yes,yes,no,no internet service,no,no,no,no,no,no,25.05,963.95,730,1.3204794520547947,True,False,False,True,False,0.0
9651-gtsaq,yes,female,0,yes,no,53,yes,no,fiber optic,yes,yes,yes,no,yes,yes,yes,106.1,5769.75,365,15.807534246575342,False,False,False,False,False,1.0
9658-wyufb,yes,female,0,no,no,17,yes,yes,fiber optic,yes,yes,no,no,yes,no,yes,94.4,1617.5,30,53.916666666666664,False,True,False,False,True,1.0
9659-qeqsy,no,female,0,no,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,115.65,5125.5,30,170.85,False,True,False,False,True,0.0
9659-udjij,,female,0,yes,no,67,yes,yes,dsl,yes,yes,yes,no,no,no,no,65.65,4322.85,730,5.921712328767124,False,False,True,True,False,
9659-ztwsm,no,male,1,yes,no,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,yes,107.35,7051.95,365,19.32041095890411,False,False,False,False,False,0.0
9661-acxbs,yes,female,0,no,no,42,yes,yes,fiber optic,yes,no,yes,no,yes,yes,yes,105.2,4400.75,30,146.69166666666666,False,True,False,False,True,1.0
9661-jalzv,no,female,0,no,no,58,yes,yes,no,no internet service,no,no,no,no,no,yes,24.7,1519.0,730,2.080821917808219,True,False,False,True,False,0.0
9661-mhumo,yes,male,1,yes,yes,1,yes,no,dsl,no,no,no,yes,no,no,yes,49.25,49.25,30,1.6416666666666666,True,False,False,False,True,1.0
9667-eqrxu,yes,female,1,no,no,30,no,no phone service,dsl,no,no,yes,no,yes,no,yes,40.3,1172.95,30,39.098333333333336,False,True,False,False,True,1.0
9667-tktvz,no,female,0,no,no,2,yes,yes,dsl,no,no,no,yes,no,no,yes,54.35,117.05,30,3.9016666666666664,False,False,True,False,True,0.0
9668-pugnu,no,male,0,yes,no,71,yes,yes,no,no internet service,no,no,no,no,no,yes,24.5,1816.2,730,2.487945205479452,False,True,False,True,False,0.0
9670-bpnxf,no,female,0,no,no,45,yes,no,dsl,yes,yes,no,yes,no,no,yes,62.55,2796.45,365,7.661506849315068,True,False,False,False,False,0.0
9674-ehppg,no,male,0,yes,no,46,no,no phone service,dsl,yes,no,yes,yes,no,no,no,40.4,1842.7,730,2.524246575342466,True,False,False,True,False,0.0
9675-icxct,no,male,0,yes,yes,72,yes,no,dsl,yes,no,yes,yes,yes,yes,yes,80.8,5728.55,730,7.847328767123288,False,True,False,True,False,0.0
9677-avked,no,female,0,no,yes,53,yes,yes,dsl,no,yes,yes,yes,yes,yes,yes,84.6,4449.75,365,12.191095890410958,False,True,False,False,False,0.0
9680-niauv,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,no,109.7,8129.3,730,11.136027397260275,True,False,False,True,False,0.0
9681-kygyb,no,male,1,yes,no,49,yes,yes,fiber optic,yes,yes,yes,no,no,no,yes,88.2,4159.45,30,138.64833333333334,False,True,False,False,True,0.0
9681-oxgvc,yes,female,0,no,no,5,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,100.5,514.0,30,17.133333333333333,False,True,False,False,True,1.0
9683-psosx,,female,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,yes,19.55,19.55,30,0.6516666666666667,False,False,True,False,True,
9685-wkzgt,yes,male,1,no,no,14,yes,yes,fiber optic,no,no,no,no,no,no,yes,74.95,1036.75,30,34.55833333333333,False,True,False,False,True,1.0
9688-ygxvr,no,female,0,no,no,44,yes,no,fiber optic,no,yes,yes,no,yes,no,yes,88.15,3973.2,30,132.44,True,False,False,False,True,0.0
9689-ptnpg,yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,yes,80.25,144.55,30,4.818333333333333,False,True,False,False,True,1.0
9691-hkovs,no,female,0,yes,no,55,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,90.15,4916.95,365,13.47109589041096,False,True,False,False,False,0.0
9692-tusxh,yes,female,0,no,no,18,yes,no,fiber optic,yes,no,no,no,yes,yes,yes,96.05,1740.7,30,58.02333333333333,False,True,False,False,True,1.0
9693-xmuob,no,male,1,yes,no,59,no,no phone service,dsl,no,yes,no,no,yes,yes,yes,50.25,2997.45,30,99.91499999999999,False,True,False,False,True,0.0
9695-idrzr,no,female,0,no,yes,34,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,116.15,3946.9,730,5.4067123287671235,True,False,False,True,False,0.0
9696-rmyba,no,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,yes,80.1,398.55,30,13.285,False,False,True,False,True,0.0
9699-ubqfs,no,female,1,yes,no,43,yes,yes,fiber optic,yes,yes,no,no,yes,no,yes,94.5,4156.8,30,138.56,False,True,False,False,True,0.0
9700-ispup,no,female,0,yes,yes,10,yes,no,dsl,no,yes,no,yes,no,yes,yes,65.5,616.9,30,20.563333333333333,False,True,False,False,True,0.0
9700-zclot,no,male,0,no,no,2,yes,no,no,no internet service,no,no,no,no,no,no,20.0,32.7,30,1.09,False,False,True,False,True,0.0
9701-cdxhr,no,female,0,yes,no,51,yes,no,fiber optic,no,no,no,no,no,no,no,69.15,3649.6,30,121.65333333333334,False,False,True,False,True,0.0
9702-aiujo,no,male,0,yes,yes,50,yes,no,dsl,no,no,no,no,no,no,yes,44.8,2230.85,365,6.111917808219178,False,False,False,False,False,0.0
9705-iovqq,no,male,1,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,no,99.0,5969.3,365,16.354246575342465,False,True,False,False,False,0.0
9705-zjbcg,no,female,0,yes,yes,13,yes,no,dsl,yes,no,no,yes,no,no,no,54.15,701.05,365,1.9206849315068493,False,False,False,False,False,0.0
9708-hpxwz,no,male,1,no,no,5,no,no phone service,dsl,no,no,yes,yes,yes,no,no,45.4,214.75,30,7.158333333333333,True,False,False,False,True,0.0
9708-kfdby,no,male,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,20.55,20.55,30,0.685,True,False,False,False,True,0.0
9708-tkntz,,female,0,yes,yes,6,yes,no,no,no internet service,no,no,no,no,no,no,19.7,94.45,365,0.25876712328767126,False,False,True,False,False,
9710-njern,no,female,0,no,no,39,yes,no,no,no internet service,no,no,no,no,no,no,20.15,826.0,730,1.1315068493150684,False,False,True,True,False,0.0
9710-zushq,yes,female,1,no,no,37,yes,yes,fiber optic,yes,yes,no,no,yes,yes,yes,106.75,4056.75,30,135.225,False,False,False,False,True,1.0
9711-fjtbx,no,male,0,yes,yes,56,yes,no,fiber optic,no,yes,yes,yes,no,no,yes,85.85,4793.8,365,13.133698630136987,False,False,True,False,False,0.0
9714-edsuc,no,male,0,no,no,4,yes,no,fiber optic,yes,yes,no,yes,no,yes,yes,94.9,360.55,30,12.018333333333334,False,False,True,False,True,0.0
9715-sbvsu,no,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,no,yes,yes,61.4,815.55,730,1.1171917808219178,False,False,False,True,False,0.0
9715-wzclw,no,male,0,yes,yes,71,yes,yes,fiber optic,yes,no,no,no,yes,yes,yes,97.2,6910.3,730,9.466164383561644,False,True,False,True,False,0.0
9717-ioaaf,no,male,0,no,yes,27,yes,yes,no,no internet service,no,no,no,no,no,yes,25.85,788.55,730,1.0802054794520548,True,False,False,True,False,0.0
9717-qebgu,no,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,yes,70.3,144.0,30,4.8,False,True,False,False,True,0.0
9717-wxvsb,,male,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,18.9,18.9,30,0.63,False,False,True,False,True,
9720-jjjor,no,male,0,yes,yes,41,yes,no,dsl,yes,yes,yes,no,no,no,yes,60.3,2511.3,365,6.88027397260274,False,False,False,False,False,0.0
9722-ujojr,yes,male,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,no,no,yes,70.75,1974.8,30,65.82666666666667,False,True,False,False,True,1.0
9722-zvquq,,female,0,yes,yes,14,yes,no,fiber optic,no,no,no,no,no,yes,yes,80.9,1152.8,30,38.42666666666666,False,False,False,False,True,
9724-bfuop,,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,yes,74.6,548.9,30,18.296666666666667,True,False,False,False,True,
9725-scpzg,yes,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,yes,yes,yes,90.85,90.85,30,3.0283333333333333,False,True,False,False,True,1.0
9728-fttvz,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,69.2,69.2,30,2.3066666666666666,False,True,False,False,True,1.0
9730-drtmj,no,male,0,yes,no,32,yes,yes,dsl,yes,no,no,yes,yes,no,yes,72.8,2333.05,365,6.391917808219179,True,False,False,False,False,0.0
9732-eqmwy,no,female,0,yes,no,49,yes,no,fiber optic,no,yes,yes,no,yes,yes,no,99.4,5025.0,30,167.5,False,True,False,False,True,0.0
9732-kpkbw,yes,male,0,no,no,1,yes,no,dsl,yes,no,no,yes,no,no,yes,53.95,53.95,30,1.7983333333333333,False,True,False,False,True,1.0
9732-ouyrn,no,female,0,yes,no,49,yes,no,no,no internet service,no,no,no,no,no,no,19.0,918.7,365,2.516986301369863,True,False,False,False,False,0.0
9734-uyxqi,yes,female,0,no,no,2,yes,yes,dsl,no,no,no,no,no,no,yes,49.4,106.55,30,3.5516666666666667,False,True,False,False,True,1.0
9734-ywgex,yes,female,0,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,no,98.3,923.5,30,30.783333333333335,True,False,False,False,True,1.0
9738-qlwtp,no,male,0,no,no,39,yes,no,fiber optic,no,no,yes,yes,no,no,no,81.9,3219.75,365,8.82123287671233,False,True,False,False,False,0.0
9739-jlpqj,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,no,117.5,8670.1,730,11.876849315068494,True,False,False,True,False,0.0
9741-ylntd,no,male,0,no,no,6,yes,yes,fiber optic,no,no,no,yes,no,yes,yes,87.95,522.35,30,17.41166666666667,False,False,False,False,True,0.0
9742-xokts,no,male,0,yes,yes,67,yes,yes,fiber optic,yes,yes,no,yes,no,no,no,89.55,6038.55,365,16.543972602739725,False,True,False,False,False,0.0
9743-dqkqw,no,male,0,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,no,25.1,79.8,30,2.6599999999999997,False,True,False,False,True,0.0
9746-mdmbk,no,male,0,yes,yes,47,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,113.45,5317.8,365,14.569315068493152,False,False,False,False,False,0.0
9746-ugfac,no,female,0,no,no,22,yes,no,no,no internet service,no,no,no,no,no,no,20.85,450.65,365,1.2346575342465753,False,False,False,False,False,0.0
9746-ykgxb,no,male,0,yes,yes,52,no,no phone service,dsl,yes,no,yes,no,no,yes,no,44.25,2276.1,365,6.235890410958904,False,False,False,False,False,0.0
9747-ddzos,yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,no,73.5,73.5,30,2.45,False,False,False,False,True,1.0
9750-boohv,no,female,0,no,no,32,no,no phone service,dsl,yes,no,no,no,no,no,no,30.15,927.65,365,2.5415068493150685,False,False,True,False,False,0.0
9752-znqut,no,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,yes,48.6,48.6,30,1.62,False,True,False,False,True,0.0
9753-oylbx,no,female,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,20.5,20.5,30,0.6833333333333333,False,False,True,False,True,0.0
9754-clvzw,no,female,0,yes,yes,26,no,no phone service,dsl,yes,yes,no,yes,no,no,no,38.85,1025.15,30,34.17166666666667,True,False,False,False,True,0.0
9755-jhnmn,no,female,0,no,no,49,yes,no,dsl,yes,yes,yes,yes,no,no,no,67.4,3306.85,730,4.529931506849315,False,False,False,True,False,0.0
9758-mfwgd,no,female,1,yes,yes,48,no,no phone service,dsl,no,yes,no,no,no,no,no,29.9,1388.75,365,3.8047945205479454,False,False,False,False,False,0.0
9761-xujwd,no,male,0,no,no,5,yes,no,dsl,no,yes,no,yes,no,yes,yes,65.6,339.9,30,11.33,False,False,False,False,True,0.0
9762-yaqaa,no,male,0,no,no,39,yes,yes,fiber optic,no,yes,no,no,no,no,no,81.4,3213.75,365,8.804794520547945,True,False,False,False,False,0.0
9763-grskd,no,male,0,yes,yes,13,yes,no,dsl,yes,no,no,no,no,no,yes,49.95,587.45,30,19.581666666666667,False,False,True,False,True,0.0
9763-pdtkk,yes,female,0,no,no,4,yes,no,fiber optic,yes,no,yes,yes,no,yes,yes,94.4,387.2,30,12.906666666666666,False,False,False,False,True,1.0
9764-reaff,no,female,0,yes,no,59,yes,no,no,no internet service,no,no,no,no,no,no,18.4,1057.85,730,1.4491095890410957,False,False,False,True,False,0.0
9766-hgede,no,female,0,yes,no,17,yes,no,no,no internet service,no,no,no,no,no,no,19.35,307.0,365,0.8410958904109589,False,False,True,False,False,0.0
9767-fflem,no,male,0,no,no,38,yes,no,fiber optic,no,no,no,no,no,no,yes,69.5,2625.25,30,87.50833333333334,True,False,False,False,True,0.0
9769-tsbze,no,female,0,no,yes,70,yes,yes,dsl,yes,yes,no,yes,no,no,no,66.0,4891.5,730,6.700684931506849,False,True,False,True,False,0.0
9770-kxgqu,no,female,0,no,no,53,yes,yes,fiber optic,yes,yes,yes,no,yes,no,no,98.6,5311.85,365,14.553013698630139,False,False,True,False,False,0.0
9770-lxdbk,no,female,0,no,no,3,yes,no,no,no internet service,no,no,no,no,no,no,20.4,63.15,30,2.105,False,False,True,False,True,0.0
9773-peqbz,no,male,0,no,no,10,yes,yes,fiber optic,no,yes,no,no,no,no,no,79.85,797.25,30,26.575,False,True,False,False,True,0.0
9774-nrnau,no,male,1,yes,no,27,yes,yes,dsl,no,yes,yes,yes,yes,yes,yes,84.8,2309.55,30,76.985,False,False,False,False,True,0.0
9776-cluja,yes,female,1,yes,no,51,yes,yes,fiber optic,yes,no,no,no,no,no,yes,77.5,3807.35,30,126.91166666666666,False,True,False,False,True,1.0
9776-ojuzi,no,female,1,no,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,no,yes,95.45,6223.3,30,207.44333333333333,False,False,False,False,True,0.0
9777-iqhwp,no,male,0,yes,yes,64,yes,yes,fiber optic,yes,no,yes,no,no,yes,no,93.4,5822.3,730,7.975753424657534,False,False,False,True,False,0.0
